Date,Month,Day,DayWeek,WeekDay,Hour,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
17-ene-15,1,17,sáb,7,15,3.44,9.5,46.8,56.3,63,91,41,720.7,0,42,0.304,24.46,6,98
17-ene-15,1,17,sáb,7,16,3.76,8.4,65.6,74,67,202,56,720.9,0,45,0.111,23.29,6,125
17-ene-15,1,17,sáb,7,17,4.1,9.6,71.7,81.3,51,255,65,721.2,0,50,0.041,22.28,5.2,114
17-ene-15,1,17,sáb,7,18,4.49,16.8,97.1,113.9,29,284,80,722.1,0,60,0.001,20.08,4.3,101
17-ene-15,1,17,sáb,7,19,4.54,14.2,97.5,111.7,18,379,78,722.9,0,64,0,18.72,2.7,129
17-ene-15,1,17,sáb,7,20,4.91,26.9,99.2,126.1,17,298,95,724.1,0,68,0,18.1,4,51
17-ene-15,1,17,sáb,7,21,4.93,45.3,95,140.3,19,353,90,724.9,0,72,0,17.21,2.7,16
17-ene-15,1,17,sáb,7,22,4.44,38.5,77.4,115.9,14,367,121,725.7,0,73,0,17.07,3.8,13
17-ene-15,1,17,sáb,7,23,4.74,57.1,71.8,128.9,14,324,93,726.3,0,73,0,16.84,2.9,284
18-ene-15,1,18,dom,1,0,4.87,73.5,81.2,154.7,13,261,98,726.6,0,72,0,17.07,3.6,270
18-ene-15,1,18,dom,1,1,4.78,67.4,78.9,146.3,12,237,92,726.7,0,69,0,17.18,3.3,291
18-ene-15,1,18,dom,1,2,2.94,5.1,31,36.1,13,232,31,726.6,0,58,0,17.38,4.3,0
18-ene-15,1,18,dom,1,3,2.74,4,22.6,26.6,17,62,25,727.1,0,62,0,16.47,8.1,341
18-ene-15,1,18,dom,1,9,2.84,8.4,26.1,34.5,23,41,13,729.5,0,40,0.099,15.38,4.7,315
18-ene-15,1,18,dom,1,10,2.76,7.1,21.2,28.3,28,58,27,729.4,0,38,0.147,15.95,5.7,320
18-ene-15,1,18,dom,1,11,2.73,6.8,18.4,25.2,32,42,5,729,0,35,0.229,16.89,4.6,321
18-ene-15,1,18,dom,1,13,2.68,5.4,13.2,18.6,41,39,13,726.7,0,31,0.371,19.18,3.3,3
18-ene-15,1,18,dom,1,16,3.06,7.5,20.2,27.7,45,49,23,725.3,0,36,0.11,18.88,4.2,67
18-ene-15,1,18,dom,1,17,3.11,11.9,31.6,43.5,39,75,27,725.2,0,41,0.045,17.46,7.7,129
18-ene-15,1,18,dom,1,18,3.33,12.9,40.2,53.1,29,127,60,725.3,0,44,0.002,16.44,7.3,130
18-ene-15,1,18,dom,1,19,3.24,9.8,36.2,46,23,121,52,725.6,0,47,0,15.85,7.1,130
18-ene-15,1,18,dom,1,20,3.19,10.6,33.9,44.5,21,112,30,725.6,0,48,0,15.56,7.4,131
18-ene-15,1,18,dom,1,21,3.11,11.4,37.2,48.6,17,93,19,725.7,0,47,0,15.24,4.6,137
18-ene-15,1,18,dom,1,22,3.38,17.8,46.7,64.5,10,82,30,725.5,0,49,0,15.01,4.4,134
18-ene-15,1,18,dom,1,23,3.04,11.8,43.4,55.2,11,98,22,725.1,0,49,0,14.58,3.4,147
19-ene-15,1,19,lun,2,0,3.31,24.1,50.9,75,5,65,25,724.7,0,54,0,13.76,2.3,186
19-ene-15,1,19,lun,2,1,2.97,9.5,39.2,48.7,9,125,20,724.3,0,58,0,13.26,1.4,223
19-ene-15,1,19,lun,2,3,3.45,42.7,44.7,87.4,5,56,15,723.8,0,63,0.002,12.59,1,358
19-ene-15,1,19,lun,2,4,3.44,49.8,43,92.8,6,109,25,723.4,0,66,0.001,12.59,1.8,170
19-ene-15,1,19,lun,2,5,3.51,69,45.7,114.7,7,120,22,722.9,0,67,0,12.96,2.3,139
19-ene-15,1,19,lun,2,6,3.87,98.2,44.7,142.9,7,166,67,723,0,68,0,12.86,3.1,345
19-ene-15,1,19,lun,2,7,4.83,162.4,44.7,207.1,8,237,60,723.1,0,68,0.004,12.66,2.7,281
19-ene-15,1,19,lun,2,8,4.81,154.2,48.6,202.8,8,370,46,723.3,0,65,0.037,13.5,3.4,266
19-ene-15,1,19,lun,2,9,5.44,184.9,61.7,246.6,10,291,57,723.2,0,61,0.117,15.65,2.6,234
19-ene-15,1,19,lun,2,10,3.95,62.3,56.9,119.2,12,349,39,723,0,51,0.193,18.48,3.1,158
19-ene-15,1,19,lun,2,11,4.32,90.8,80.9,171.7,15,219,18,722.3,0,47,0.315,21.09,3.2,105
19-ene-15,1,19,lun,2,12,4.04,48.8,83.5,132.3,28,295,59,721.3,0,44,0.408,22.04,4.6,97
19-ene-15,1,19,lun,2,13,3.4,21.4,48.6,70,48,289,18,720.3,0,37,0.604,25.75,3.9,123
19-ene-15,1,19,lun,2,14,3.49,16.5,53.2,69.7,51,194,67,719.3,0,38,0.319,25.16,4.3,126
19-ene-15,1,19,lun,2,15,3.07,11.2,36.8,48,51,203,11,718.6,0,35,0.41,27.66,4.4,124
19-ene-15,1,19,lun,2,16,3.39,9.1,46.8,55.9,56,139,30,718.5,0,37,0.17,26.26,8.1,121
19-ene-15,1,19,lun,2,17,3.41,11.9,44.4,56.3,46,193,26,718.7,0,44,0.023,24.08,9.1,120
19-ene-15,1,19,lun,2,18,3.56,20,45.2,65.2,33,184,18,719,0,49,0.002,21.82,9.3,132
19-ene-15,1,19,lun,2,19,3.72,16,58.2,74.2,18,146,28,719.4,0,55,0,20.56,6.9,126
19-ene-15,1,19,lun,2,20,3.74,19.5,66,85.5,9,159,32,719.7,0,60,0,18.72,3.2,35
19-ene-15,1,19,lun,2,21,3.88,35.9,67.7,103.6,7,200,54,720,0,64,0,17.54,3.3,39
19-ene-15,1,19,lun,2,22,4.08,68.1,61.3,129.4,6,249,46,720,0,66,0,16.57,2.4,297
19-ene-15,1,19,lun,2,23,4.59,101.3,58.3,159.6,6,252,64,720.1,0,69,0,15.93,2.6,334
20-ene-15,1,20,mar,3,0,4.51,127.5,56.9,184.4,6,250,53,719.9,0,72,0,15,1.7,285
20-ene-15,1,20,mar,3,1,4.25,111,58.6,169.6,6,210,46,719.6,0,74,0,14.81,2,217
20-ene-15,1,20,mar,3,2,4.11,88.8,57.5,146.3,9,208,54,719.4,0,74,0,14.87,2.6,193
20-ene-15,1,20,mar,3,3,4.21,101.9,50.6,152.5,9,273,90,719.2,0,78,0,13.91,2,344
20-ene-15,1,20,mar,3,4,4.07,115.2,47,162.2,7,306,59,719.1,0,81,0,13.56,3.7,261
20-ene-15,1,20,mar,3,5,4.01,89.1,49.6,138.7,8,183,55,718.9,0,79,0,14.34,3.8,204
20-ene-15,1,20,mar,3,6,4.81,144.1,44,188.1,8,211,50,719.1,0,76,0,14.32,3.2,235
20-ene-15,1,20,mar,3,7,5.41,219.1,41.9,261,8,257,37,719.3,0,76,0.007,14.5,3.1,198
20-ene-15,1,20,mar,3,8,6.97,310.9,50.5,361.4,9,388,20,719.5,0,69,0.126,17.95,2.9,227
20-ene-15,1,20,mar,3,9,5.13,156.1,58,214.1,9,370,20,719.9,0,54,0.287,23.86,2.2,144
20-ene-15,1,20,mar,3,11,3.21,21.5,34.8,56.3,23,220,6,719.7,0,45,0.539,26.69,2.7,355
20-ene-15,1,20,mar,3,12,3.12,10.8,28.9,39.7,36,150,23,718.8,0,37,0.596,28.85,2.8,345
20-ene-15,1,20,mar,3,13,3.23,12,34.5,46.5,54,113,37,717.8,0,34,0.577,28.38,5.2,118
20-ene-15,1,20,mar,3,14,3.15,9,28,37,70,124,32,717.1,0,34,0.518,29.12,5.7,131
20-ene-15,1,20,mar,3,15,2.93,8.5,17.4,25.9,55,115,31,716.6,0,32,0.407,29.05,8.3,119
20-ene-15,1,20,mar,3,16,2.92,9.3,17.5,26.8,46,84,27,716.6,0,35,0.208,28.43,10.6,110
20-ene-15,1,20,mar,3,17,3.01,8.8,25.5,34.3,43,92,26,716.7,0,38,0.024,27.47,10.4,111
20-ene-15,1,20,mar,3,18,3.52,17.3,53,70.3,19,106,20,717,0,44,0.002,25.73,7.9,113
20-ene-15,1,20,mar,3,19,4.34,58,58.2,116.2,5,191,26,717.4,0,49,0,24.43,5.7,116
20-ene-15,1,20,mar,3,20,3.78,45.3,50.7,96,5,233,35,717.8,0,50,0,23.76,6.9,108
20-ene-15,1,20,mar,3,21,3.41,21.8,46.2,68,7,209,14,718.1,0,53,0,22.76,8.4,108
20-ene-15,1,20,mar,3,22,3.09,10.6,29.7,40.3,15,172,16,718.1,0,54,0,22.21,10.1,114
20-ene-15,1,20,mar,3,23,3.22,16.2,37.2,53.4,9,96,31,718.4,0,60,0,20.39,5.7,66
21-ene-15,1,21,mié,4,0,3.2,21.9,39.5,61.4,4,143,41,718.5,0,69,0,17.95,3.6,339
21-ene-15,1,21,mié,4,1,2.96,14.6,38.1,52.7,4,105,7,718.4,0,71,0,17.27,3.5,317
21-ene-15,1,21,mié,4,2,2.99,10.6,37.6,48.2,4,81,15,718.1,0,74,0,16.76,2.6,312
21-ene-15,1,21,mié,4,3,2.99,20.9,39.5,60.4,4,80,16,718,0,77,0,16.31,3.7,321
21-ene-15,1,21,mié,4,5,3.15,23.4,38.7,62.1,5,78,34,717.6,0,81,0,15.71,2.5,292
21-ene-15,1,21,mié,4,6,4.14,107.7,41,148.7,6,97,55,717.8,0,82,0,15.16,2.3,287
21-ene-15,1,21,mié,4,7,4.27,121.8,42.2,164,5,174,27,718.3,0,82,0.022,15.36,3.7,312
21-ene-15,1,21,mié,4,8,4.19,109.1,45,154.1,6,177,18,718.7,0,82,0.097,16.37,3.5,331
21-ene-15,1,21,mié,4,9,3.61,46.4,41.4,87.8,8,209,30,718.9,0,81,0.127,17.07,5.1,8
21-ene-15,1,21,mié,4,10,3.05,12.8,23.7,36.5,18,158,19,719.2,0,80,0.209,17.77,6.6,8
21-ene-15,1,21,mié,4,11,2.99,9.6,16.3,25.9,25,104,5,719,0,76,0.349,19.03,6.4,32
21-ene-15,1,21,mié,4,12,3.09,13.6,23.4,37,32,81,21,718,0,69,0.466,20.52,7.3,89
21-ene-15,1,21,mié,4,13,3.06,9.5,13.3,22.8,39,112,31,717,0,67,0.553,21.12,9.3,93
21-ene-15,1,21,mié,4,14,2.95,7.3,13,20.3,42,104,40,716.3,0,66,0.501,21.92,10.1,107
21-ene-15,1,21,mié,4,15,3.04,7.2,15.3,22.5,45,96,41,716.1,0,67,0.363,21.69,10.8,112
21-ene-15,1,21,mié,4,16,3.12,7.2,18.9,26.1,42,106,53,716.3,0,70,0.107,20.87,12.2,112
21-ene-15,1,21,mié,4,17,3.24,8.4,22.1,30.5,28,136,30,716.8,0,72,0.01,20.34,11.3,110
21-ene-15,1,21,mié,4,19,3.26,11.6,25.4,37,21,119,42,717.8,0,76,0,19.84,5.3,87
21-ene-15,1,21,mié,4,20,3.2,8.4,29.6,38,18,114,35,718.1,0,76,0,19.51,5.7,83
21-ene-15,1,21,mié,4,21,3.07,5.7,28.6,34.3,15,121,23,718,0,77,0,18.14,4.8,4
21-ene-15,1,21,mié,4,22,3.17,8.7,36.9,45.6,8,99,45,717.9,0,80,0,18.18,5.4,27
21-ene-15,1,21,mié,4,23,2.96,4.9,15.9,20.8,21,126,40,717.7,0,84,0,18.23,8.9,117
22-ene-15,1,22,jue,5,0,2.84,5.1,9.5,14.6,21,89,34,717.4,0,90,0,17.31,7.3,124
22-ene-15,1,22,jue,5,1,2.78,3.1,7.3,10.4,22,64,24,717.1,0,91,0,17.15,6.8,102
22-ene-15,1,22,jue,5,2,2.77,3,8.9,11.9,20,60,31,717.1,0,92,0,16.9,6,62
22-ene-15,1,22,jue,5,3,2.82,3.4,18.9,22.3,11,70,26,716.9,0,93,0,16,5.1,357
22-ene-15,1,22,jue,5,4,2.77,3.1,10,13.1,18,56,6,716.9,0,93,0,15.34,6.5,344
22-ene-15,1,22,jue,5,5,2.8,3.7,12.2,15.9,15,52,12,717.2,0,94,0,14.9,5.7,328
22-ene-15,1,22,jue,5,6,2.93,7.2,17,24.2,12,64,18,717.8,0,94,0,14.11,6.8,346
22-ene-15,1,22,jue,5,7,3.07,12.3,21.5,33.8,10,49,5,718.4,0.01,95,0,13.24,8.9,351
22-ene-15,1,22,jue,5,8,3.12,13.1,21.9,35,9,41,17,718.8,0,95,0.018,13.3,8,350
22-ene-15,1,22,jue,5,9,2.98,10.5,18.7,29.2,12,56,26,719.5,0,92,0.073,14.09,10.3,349
22-ene-15,1,22,jue,5,10,2.96,8.3,15.9,24.2,20,64,16,719.7,0,85,0.144,14.9,11.9,353
22-ene-15,1,22,jue,5,11,2.95,7.2,15,22.2,22,71,23,719.7,0,81,0.136,15.46,11.4,353
22-ene-15,1,22,jue,5,12,2.92,7.1,15,22.1,24,74,9,719.4,0,79,0.113,15.78,13.3,356
22-ene-15,1,22,jue,5,13,2.94,8,14.2,22.2,20,67,34,719.2,0,80,0.069,15.09,13.9,359
22-ene-15,1,22,jue,5,14,2.95,9.1,13.7,22.8,16,78,12,718.9,0,82,0.103,13.98,13.6,357
22-ene-15,1,22,jue,5,15,2.93,8.4,12.9,21.3,14,61,7,719,0,83,0.047,12.85,14.3,0
22-ene-15,1,22,jue,5,17,2.9,7.8,15,22.8,14,56,5,720.6,0,86,0.034,11.23,12.4,360
22-ene-15,1,22,jue,5,20,2.87,6.9,15.8,22.7,15,33,20,722.9,0,87,0,8.97,12.3,14
22-ene-15,1,22,jue,5,21,2.83,6.7,16.5,23.2,17,37,18,723.4,0,86,0,8.51,10.6,6
22-ene-15,1,22,jue,5,22,2.74,5.1,13.8,18.9,18,34,12,723.7,0,88,0,7.58,11.7,3
23-ene-15,1,23,vie,6,0,2.69,3.4,9.9,13.3,20,17,13,723.7,0,89,0,7,9.8,349
23-ene-15,1,23,vie,6,2,2.64,3.1,6.6,9.7,24,18,10,723.9,0,84,0,6.89,13.9,342
23-ene-15,1,23,vie,6,9,2.88,8.5,19.3,27.8,18,52,20,726.3,0,74,0.053,7.51,13,350
23-ene-15,1,23,vie,6,12,2.83,8.6,13,21.6,23,62,22,725.9,0,66,0.192,10.07,14.7,2
23-ene-15,1,23,vie,6,14,2.86,9.2,12.3,21.5,24,72,6,724.5,0,62,0.345,11.67,15.3,2
23-ene-15,1,23,vie,6,15,2.82,8.8,11.6,20.4,25,73,7,724.4,0,59,0.435,12.68,15.6,4
23-ene-15,1,23,vie,6,16,2.84,7.4,12.7,20.1,25,59,17,724.6,0,58,0.225,13.02,12.8,355
23-ene-15,1,23,vie,6,17,2.89,8.4,16.3,24.7,22,44,24,725,0,58,0.048,12.48,10.6,18
23-ene-15,1,23,vie,6,18,3.06,16.6,22,38.6,18,44,17,725.7,0,62,0.003,10.84,5.8,73
23-ene-15,1,23,vie,6,22,2.95,7.6,31.9,39.5,13,39,8,727.3,0,65,0,8.61,4.6,302
23-ene-15,1,23,vie,6,23,2.98,9.8,36.5,46.3,9,37,19,727.4,0,67,0,8.23,2.7,268
24-ene-15,1,24,sáb,7,0,3.31,27.9,42.1,70,5,52,12,727.3,0,69,0,8.3,4,25
24-ene-15,1,24,sáb,7,2,2.76,5.8,15,20.8,22,32,14,727.2,0,76,0,6.62,4.2,113
24-ene-15,1,24,sáb,7,3,2.71,3.7,11.3,15,25,30,10,727,0,78,0,5.99,5.8,115
24-ene-15,1,24,sáb,7,4,2.71,4.9,16.5,21.4,23,19,19,727,0,79,0,5.63,4.5,132
24-ene-15,1,24,sáb,7,6,3.08,29.7,31.4,61.1,8,37,24,727.3,0,81,0,5.05,3.7,355
24-ene-15,1,24,sáb,7,7,3.22,48.9,34.5,83.4,4,62,23,727.6,0,83,0.005,4.8,2.9,334
24-ene-15,1,24,sáb,7,8,3.39,71.4,37.3,108.7,6,71,26,728,0,83,0.066,5.46,4.1,336
24-ene-15,1,24,sáb,7,9,3.57,83.4,45.3,128.7,10,95,9,728.2,0,81,0.209,6.93,4,330
24-ene-15,1,24,sáb,7,10,3.88,61.2,54.1,115.3,18,139,53,728.2,0,73,0.412,9.86,4.7,314
24-ene-15,1,24,sáb,7,11,3.67,31.6,41.4,73,22,144,54,727.6,0,62,0.42,12.73,4.3,346
24-ene-15,1,24,sáb,7,12,3.17,18.1,34.2,52.3,24,108,42,726.8,0,56,0.295,13.01,4.8,357
24-ene-15,1,24,sáb,7,13,3.08,16.7,24.1,40.8,31,125,16,725.6,0,45,0.361,15.25,3,97
24-ene-15,1,24,sáb,7,14,3.23,18.3,32.1,50.4,30,83,15,724.6,0,46,0.278,15.13,4,101
24-ene-15,1,24,sáb,7,15,3.21,14.9,37.2,52.1,32,104,22,724.1,0,46,0.201,15.19,4.1,117
24-ene-15,1,24,sáb,7,16,3.66,18.2,52.6,70.8,29,100,25,723.9,0,51,0.069,14.57,3.6,112
24-ene-15,1,24,sáb,7,17,3.64,22.2,54.1,76.3,26,136,36,723.8,0,54,0.039,14.44,5.1,107
24-ene-15,1,24,sáb,7,18,3.86,24,48.6,72.6,19,157,25,723.8,0,58,0.002,13.9,6,122
24-ene-15,1,24,sáb,7,19,3.8,31.8,51.1,82.9,13,120,11,723.8,0,61,0,13.38,4.9,143
24-ene-15,1,24,sáb,7,20,4.1,35.3,55.5,90.8,13,130,55,723.8,0,62,0,12.97,3.7,124
24-ene-15,1,24,sáb,7,21,4.33,48.5,58.5,107,13,145,83,723.6,0,64,0,12.6,4.2,130
24-ene-15,1,24,sáb,7,22,4.5,62,52.3,114.3,10,172,73,723.6,0,68,0,11.34,1.5,352
24-ene-15,1,24,sáb,7,23,5.58,131.1,51.9,183,13,171,72,723.5,0,71,0,11.02,3,29
25-ene-15,1,25,dom,1,0,5.01,130.7,53.6,184.3,13,226,79,723.1,0,74,0,10.28,2.2,339
25-ene-15,1,25,dom,1,1,4.45,115.7,52.3,168,12,237,72,723,0,74,0,9.79,3,311
25-ene-15,1,25,dom,1,2,4.18,83.2,51,134.2,10,231,45,722.8,0,74,0,9.76,3.7,313
25-ene-15,1,25,dom,1,3,3.96,65.2,47.6,112.8,9,188,28,722.7,0,75,0,9.56,2.1,310
25-ene-15,1,25,dom,1,4,4.3,85.6,46.8,132.4,10,196,69,722.2,0,76,0,9.08,2.3,235
25-ene-15,1,25,dom,1,5,4.64,90.6,45.6,136.2,9,196,74,722,0,77,0,8.89,2.1,277
25-ene-15,1,25,dom,1,6,4.63,98.8,44.2,143,8,157,53,721.9,0,77,0,8.77,2,268
25-ene-15,1,25,dom,1,7,5.06,136.8,42.2,179,8,175,50,722,0,77,0.005,9.05,1.9,227
25-ene-15,1,25,dom,1,8,4.88,120.3,40.4,160.7,8,177,40,722.2,0,71,0.093,10.76,3.9,303
25-ene-15,1,25,dom,1,9,3.52,34.8,34.6,69.4,7,175,36,723.1,0,55,0.084,12.97,1.8,295
25-ene-15,1,25,dom,1,10,4.41,65.9,38.7,104.6,7,104,28,723.7,0,51,0.087,13.9,0.9,169
25-ene-15,1,25,dom,1,11,4.19,49.5,39.4,88.9,9,129,26,723.8,0,48,0.171,15.35,1.7,18
25-ene-15,1,25,dom,1,12,3.39,21,31.7,52.7,17,113,17,723.5,0,42,0.337,17.56,4.1,309
25-ene-15,1,25,dom,1,14,2.92,7.1,13.7,20.8,32,54,12,722.3,0,27,0.485,22.09,6.8,321
25-ene-15,1,25,dom,1,15,2.93,6.9,15.6,22.5,32,44,10,722.1,0,23,0.325,23.19,6.7,322
25-ene-15,1,25,dom,1,16,3.12,10.4,24.2,34.6,25,40,21,722.3,0,24,0.124,22.11,7.1,352
25-ene-15,1,25,dom,1,17,3.05,7,21,28,31,50,15,722.9,0,33,0.049,19.62,9.4,27
25-ene-15,1,25,dom,1,18,3.07,10.3,20.4,30.7,27,57,28,723.9,0,34,0.002,17.91,6.6,40
25-ene-15,1,25,dom,1,19,3.33,9.9,34.4,44.3,16,49,21,724.8,0,33,0.001,17.18,3.6,10
25-ene-15,1,25,dom,1,20,4.11,47.9,49.3,97.2,8,69,22,725.3,0,31,0.001,16.46,1.2,336
25-ene-15,1,25,dom,1,21,5.16,126.7,51.7,178.4,9,101,37,725.7,0,33,0,16.18,1,274
25-ene-15,1,25,dom,1,22,5.72,142.7,50.8,193.5,9,145,46,725.9,0,34,0,16.1,2.6,4
25-ene-15,1,25,dom,1,23,4.12,70.4,48.2,118.6,5,158,28,726.1,0,35,0.001,15.41,2.6,336
26-ene-15,1,26,lun,2,0,4.25,112.1,44.5,156.6,6,120,36,726.2,0,45,0.001,14.24,1.3,319
26-ene-15,1,26,lun,2,1,4.14,104.9,41.3,146.2,6,147,31,726.2,0,49,0,13.76,0.9,268
26-ene-15,1,26,lun,2,2,3.27,24,40.7,64.7,4,121,14,726.1,0,43,0,14.39,1.3,284
26-ene-15,1,26,lun,2,3,3.04,6.9,35,41.9,6,49,17,726,0,43,0,13.93,0.9,295
26-ene-15,1,26,lun,2,5,3.39,48.5,40.2,88.7,4,51,11,726,0,48,0,13.01,1.2,283
26-ene-15,1,26,lun,2,6,4.35,136.6,44.5,181.1,6,77,25,726.2,0,51,0,13.11,1.1,257
26-ene-15,1,26,lun,2,7,8.56,414.3,21.7,436,9,125,41,726.7,0,56,0.006,12.41,0.9,308
26-ene-15,1,26,lun,2,8,8.11,377.6,29.6,407.2,8,413,41,727,0,59,0.105,13.59,1.8,42
26-ene-15,1,26,lun,2,9,5.92,253.3,73.4,326.7,9,445,47,727.3,0,50,0.199,16.3,2.2,352
26-ene-15,1,26,lun,2,10,3.47,41.3,36.2,77.5,19,317,28,727.6,0,37,0.361,18.69,3.1,6
26-ene-15,1,26,lun,2,12,3.26,18.8,34.9,53.7,36,84,23,726.4,0,32,0.38,19.91,5.6,125
26-ene-15,1,26,lun,2,13,3.07,10.6,21.2,31.8,49,98,7,725.5,0,30,0.507,20.55,8,115
26-ene-15,1,26,lun,2,14,2.97,10.7,17.3,28,48,75,14,724.8,0,30,0.324,20.77,9.6,121
26-ene-15,1,26,lun,2,15,2.99,9.9,18.7,28.6,46,76,29,724.5,0,29,0.172,20.63,9.2,117
26-ene-15,1,26,lun,2,16,3,9.3,17.8,27.1,42,76,15,724.3,0,32,0.173,20.51,10.1,112
26-ene-15,1,26,lun,2,17,2.97,8.3,16.5,24.8,39,57,10,724.5,0,35,0.069,20.08,7.7,107
26-ene-15,1,26,lun,2,18,3.28,12.3,34.4,46.7,26,58,16,724.8,0,37,0.004,19.35,7.7,106
26-ene-15,1,26,lun,2,19,3.5,14.5,45.6,60.1,15,88,19,725.2,0,41,0,18.73,8.1,107
26-ene-15,1,26,lun,2,20,3.35,12.1,37.2,49.3,19,115,15,725.4,0,41,0,18.24,9.6,117
26-ene-15,1,26,lun,2,23,3.15,6.8,27.3,34.1,23,66,17,725.3,0,42,0,16.82,5.2,110
27-ene-15,1,27,mar,3,0,3.05,6,40,46,13,51,24,725.3,0,46,0.001,15.9,2.8,100
27-ene-15,1,27,mar,3,1,3.12,13.2,47.3,60.5,6,61,40,725.3,0,51,0,15.02,3.9,351
27-ene-15,1,27,mar,3,2,3.09,25.8,47.4,73.2,4,91,33,724.9,0,54,0,14.68,2.1,359
27-ene-15,1,27,mar,3,3,2.98,8.1,35.9,44,9,96,26,724.7,0,55,0,14.52,3,13
27-ene-15,1,27,mar,3,4,2.95,3.3,27.8,31.1,15,62,13,724.5,0,53,0,14.36,2.3,299
27-ene-15,1,27,mar,3,5,3.11,27.6,44.8,72.4,5,48,7,724.5,0,55,0,14.42,3.8,323
27-ene-15,1,27,mar,3,6,3.58,66.3,45.9,112.2,5,83,15,724.7,0,57,0.001,13.4,3.2,283
27-ene-15,1,27,mar,3,7,5.15,195,48.2,243.2,6,100,33,725.1,0,60,0.006,13.39,2.9,305
27-ene-15,1,27,mar,3,8,4.95,179,53.3,232.3,8,205,38,725.3,0,53,0.119,16.33,1.6,291
27-ene-15,1,27,mar,3,9,3.93,53.8,54,107.8,12,208,32,725.5,0,44,0.277,19.45,2.7,319
27-ene-15,1,27,mar,3,10,3.73,37.2,50.8,88,20,152,23,725.5,0,44,0.428,20.91,3.5,3
27-ene-15,1,27,mar,3,11,3.21,12.3,32.1,44.4,40,204,33,725.5,0,37,0.543,22.25,5.1,312
27-ene-15,1,27,mar,3,12,3.04,6.4,18.6,25,51,152,19,724.8,0,30,0.607,24.03,4.5,327
27-ene-15,1,27,mar,3,13,2.95,6.3,15.1,21.4,52,71,5,724,0,24,0.607,25.8,4.4,344
27-ene-15,1,27,mar,3,14,2.98,5.6,13.5,19.1,56,48,11,723.4,0,23,0.542,26.1,4.8,39
27-ene-15,1,27,mar,3,16,3.16,7.6,23.1,30.7,67,73,25,722.9,0,26,0.221,25.62,8.5,114
27-ene-15,1,27,mar,3,17,3.12,8.4,28.7,37.1,53,96,18,723,0,29,0.03,24.43,11.4,107
27-ene-15,1,27,mar,3,18,3.36,10.6,44.2,54.8,33,133,20,723.1,0,32,0.003,22.79,10.3,120
27-ene-15,1,27,mar,3,19,3.92,21.1,65.4,86.5,16,148,24,723.4,0,37,0,21.5,7.1,124
27-ene-15,1,27,mar,3,20,3.95,18.1,70.9,89,16,170,30,723.6,0,40,0,20.76,5.5,110
27-ene-15,1,27,mar,3,21,4.1,21,75.5,96.5,13,153,48,723.9,0,43,0,19.77,4.4,88
27-ene-15,1,27,mar,3,22,4.37,73.9,76,149.9,8,187,64,724,0,47,0,18.08,2.7,352
27-ene-15,1,27,mar,3,23,4.94,129.9,71.5,201.4,8,242,59,723.8,0,49,0,17.44,2.7,325
28-ene-15,1,28,mié,4,0,4.9,171,68.8,239.8,8,231,37,723.6,0,52,0,16.43,2,325
28-ene-15,1,28,mié,4,1,4.6,152.3,65.1,217.4,7,241,55,723.3,0,55,0,15.84,2,300
28-ene-15,1,28,mié,4,2,3.78,78.5,59.7,138.2,6,187,37,723,0,54,0.001,15.41,1.5,304
28-ene-15,1,28,mié,4,3,3.51,44.3,57,101.3,6,118,54,722.8,0,57,0,15.22,2.9,304
28-ene-15,1,28,mié,4,4,3.61,37.8,53.9,91.7,6,118,42,722.8,0,58,0,15.13,3.4,293
28-ene-15,1,28,mié,4,5,3.94,53.2,54.4,107.6,7,125,48,722.8,0,61,0,14.48,2.1,277
28-ene-15,1,28,mié,4,6,4.35,92.7,55.5,148.2,6,116,39,722.9,0,59,0,14.53,2.9,262
28-ene-15,1,28,mié,4,7,7.01,291.8,53.9,345.7,8,151,48,723.2,0,61,0.009,14.07,1.4,268
28-ene-15,1,28,mié,4,8,6.43,259.7,67.2,326.9,7,267,31,723.3,0,55,0.132,17.32,2.2,298
28-ene-15,1,28,mié,4,9,3.84,52.2,54.3,106.5,13,237,39,723.7,0,48,0.251,19.17,4.6,315
28-ene-15,1,28,mié,4,10,3.3,13,29.5,42.5,31,173,23,723.8,0,45,0.411,21.44,3.1,354
28-ene-15,1,28,mié,4,11,3.25,9.8,28.8,38.6,43,85,17,723.6,0,41,0.466,22.6,3.8,12
28-ene-15,1,28,mié,4,12,3.34,11.7,36.2,47.9,49,105,35,723,0,37,0.54,24.17,4,85
28-ene-15,1,28,mié,4,13,3.32,11,33.4,44.4,61,123,46,722.3,0,35,0.498,24.55,7.8,114
28-ene-15,1,28,mié,4,14,3.41,7.9,24.9,32.8,70,132,32,721.8,0,34,0.288,24.51,9.5,101
28-ene-15,1,28,mié,4,15,3.08,7.4,20.3,27.7,57,114,20,721.5,0,39,0.32,24.27,12.3,116
28-ene-15,1,28,mié,4,16,3.07,9.6,18.3,27.9,46,120,24,721.4,0,36,0.223,24.57,12.9,121
28-ene-15,1,28,mié,4,17,3.12,10.5,19.5,30,37,110,20,721.4,0,39,0.061,23.5,13.1,116
28-ene-15,1,28,mié,4,18,3.18,12.2,26.6,38.8,30,89,23,721.5,0,41,0.005,22.24,11.4,107
